"event_date","events","active_users","sessions"
2023-02-01 10:20:21,2,1,1
2023-02-01 10:20:27,2,1,1
2023-02-01 10:20:39,2,1,1
2023-02-01 10:20:51,1,1,1
2023-02-01 10:41:09,2,1,1
2023-02-01 10:42:33,1,1,1
2023-02-01 10:42:42,2,1,1
2023-02-01 10:42:45,2,1,1
2023-02-01 10:42:51,2,1,1
2023-02-01 10:42:58,2,1,1
2023-02-01 10:43:03,2,1,1
2023-02-01 10:46:50,2,1,1
2023-02-01 10:48:20,1,1,1
2023-02-01 10:48:49,2,1,1
2023-02-01 10:48:52,2,1,1
2023-02-01 10:48:56,2,1,1
2023-02-01 10:49:02,2,1,1
2023-02-01 10:49:11,2,1,1
2023-02-01 10:49:19,2,1,1
2023-02-01 10:49:30,2,1,1
2023-02-01 10:49:33,3,1,1
2023-02-01 10:49:45,3,1,1
2023-02-01 10:49:51,2,1,1
2023-02-01 10:50:30,3,1,1
2023-02-01 10:50:43,2,1,1
2023-02-01 10:51:37,3,1,1
2023-02-01 10:51:49,2,1,1
2023-02-01 10:52:33,3,1,1
2023-02-01 10:52:39,2,1,1
2023-02-01 10:53:24,3,1,1
2023-02-01 10:53:35,2,1,1
2023-02-01 10:54:46,4,1,1
2023-02-01 11:00:25,2,1,1
2023-02-01 11:01:34,1,1,1
2023-02-01 11:02:01,2,1,1
2023-02-01 11:02:04,2,1,1
2023-02-01 11:02:08,2,1,1
2023-02-01 11:02:17,2,1,1
2023-02-01 11:02:25,2,1,1
2023-02-01 11:02:32,2,1,1
2023-02-01 11:02:41,2,1,1
2023-02-01 11:02:49,3,1,1
2023-02-01 11:02:59,3,1,1
2023-02-01 11:03:11,2,1,1
2023-02-01 11:03:54,3,1,1
2023-02-01 11:04:12,2,1,1
2023-02-01 11:05:01,2,1,1
2023-02-01 11:26:17,2,1,1
2023-02-01 11:27:20,1,1,1
2023-02-01 11:27:30,2,1,1
2023-02-01 11:27:34,2,1,1
2023-02-01 11:27:38,2,1,1
2023-02-01 11:27:44,2,1,1
2023-02-01 11:27:53,2,1,1
2023-02-01 11:28:01,2,1,1
2023-02-01 11:28:11,2,1,1
2023-02-01 11:28:19,3,1,1
2023-02-01 11:31:58,2,1,1
2023-02-01 11:33:17,1,1,1
2023-02-01 11:33:35,2,1,1
2023-02-01 11:33:41,2,1,1
2023-02-01 11:33:44,2,1,1
2023-02-01 11:33:49,2,1,1
2023-02-01 11:33:58,2,1,1
2023-02-01 11:34:04,2,1,1
2023-02-01 11:34:10,2,1,1
2023-02-01 11:34:14,3,1,1
2023-02-01 11:34:27,3,1,1
2023-02-01 11:34:40,2,1,1
2023-02-01 11:35:14,3,1,1
2023-02-01 11:35:28,2,1,1
2023-02-01 11:36:15,3,1,1
2023-02-01 11:36:28,2,1,1
2023-02-01 11:37:32,3,1,1
2023-02-01 11:37:39,2,1,1
2023-02-01 11:38:33,3,1,1
2023-02-01 11:38:47,2,1,1
2023-02-01 11:39:50,4,1,1
2023-02-01 11:40:26,2,1,1
2023-02-01 11:41:42,1,1,1
2023-02-01 11:41:58,2,1,1
2023-02-01 11:42:03,2,1,1
2023-02-01 11:42:09,2,1,1
2023-02-01 11:42:16,2,1,1
2023-02-01 11:42:24,2,1,1
2023-02-01 11:42:32,2,1,1
2023-02-01 11:42:43,2,1,1
2023-02-01 11:42:50,3,1,1
2023-02-01 11:42:56,3,1,1
2023-02-01 11:43:05,2,1,1
2023-02-01 11:43:36,3,1,1
2023-02-01 11:44:40,2,1,1
2023-02-01 11:45:49,1,1,1
2023-02-01 11:46:04,2,1,1
2023-02-01 11:46:09,2,1,1
2023-02-01 11:46:12,2,1,1
2023-02-01 11:46:23,2,1,1
2023-02-01 11:46:32,2,1,1
2023-02-01 11:46:42,2,1,1
2023-02-01 11:48:54,2,1,1
2023-02-01 11:50:28,1,1,1
2023-02-01 11:50:53,2,1,1
2023-02-01 11:50:57,2,1,1
2023-02-01 11:51:01,2,1,1
2023-02-01 11:51:11,2,1,1
2023-02-01 11:51:18,2,1,1
2023-02-01 11:51:26,2,1,1
2023-02-01 11:51:37,1,1,1
2023-02-01 12:02:29,2,1,1
2023-02-01 12:03:20,1,1,1
2023-02-01 12:03:42,2,1,1
2023-02-01 12:03:49,2,1,1
2023-02-01 12:03:54,2,1,1
2023-02-01 12:04:00,2,1,1
2023-02-01 12:04:07,2,1,1
2023-02-01 12:04:13,2,1,1
2023-02-01 12:04:24,2,1,1
2023-02-01 12:04:30,3,1,1
2023-02-01 12:04:38,3,1,1
2023-02-01 12:04:51,2,1,1
2023-02-01 12:05:33,3,1,1
2023-02-01 12:29:39,2,1,1
2023-02-01 12:30:30,1,1,1
2023-02-01 12:30:51,2,1,1
2023-02-01 12:30:56,2,1,1
2023-02-01 12:30:59,2,1,1
2023-02-01 12:38:52,2,1,1
2023-02-01 12:40:30,1,1,1
2023-02-01 12:40:57,2,1,1
2023-02-01 12:52:27,2,1,1
2023-02-01 12:53:23,1,1,1
2023-02-01 12:53:35,2,1,1
2023-02-01 12:53:40,2,1,1
2023-02-01 12:53:42,2,1,1
2023-02-01 12:58:08,2,1,1
2023-02-01 12:59:21,1,1,1
2023-02-01 12:59:47,2,1,1
2023-02-01 12:59:52,2,1,1
2023-02-01 12:59:55,2,1,1
2023-02-01 12:59:59,2,1,1
2023-02-01 13:00:10,2,1,1
2023-02-01 13:00:19,2,1,1
2023-02-01 13:00:31,2,1,1
2023-02-01 13:00:34,3,1,1
2023-02-01 13:00:45,3,1,1
2023-02-01 13:00:58,2,1,1
2023-02-01 13:01:32,3,1,1
2023-02-01 13:01:42,2,1,1
2023-02-01 13:02:23,3,1,1
2023-02-01 13:33:46,2,1,1
2023-02-01 13:34:50,1,1,1
2023-02-01 13:35:08,2,1,1
2023-02-01 13:35:14,2,1,1
2023-02-01 13:35:18,2,1,1
2023-02-01 13:35:24,2,1,1
2023-02-01 13:35:32,2,1,1
2023-02-01 13:35:42,2,1,1
2023-02-01 13:35:51,2,1,1
2023-02-01 13:35:59,3,1,1
2023-02-01 13:36:13,3,1,1
2023-02-01 13:36:20,2,1,1
2023-02-01 13:36:51,3,1,1
2023-02-01 13:37:09,2,1,1
2023-02-01 13:38:04,3,1,1
2023-02-01 13:38:18,2,1,1
2023-02-01 13:39:06,3,1,1
2023-02-01 13:39:16,2,1,1
2023-02-01 13:39:57,2,1,1
2023-02-01 13:42:59,2,1,1
2023-02-01 13:44:36,1,1,1
2023-02-01 13:44:55,2,1,1
2023-02-01 13:45:01,1,1,1
2023-02-01 13:52:12,2,1,1
2023-02-01 13:53:45,1,1,1
2023-02-01 13:54:03,2,1,1
2023-02-01 13:54:06,2,1,1
2023-02-01 13:54:10,2,1,1
2023-02-01 13:54:16,2,1,1
2023-02-01 13:54:26,2,1,1
2023-02-01 13:54:35,2,1,1
2023-02-01 13:54:41,2,1,1
2023-02-01 13:54:47,3,1,1
2023-02-01 14:05:47,2,1,1
2023-02-01 14:07:19,1,1,1
2023-02-01 14:07:47,2,1,1
2023-02-01 14:07:50,2,1,1
2023-02-01 14:07:53,2,1,1
2023-02-01 14:15:00,2,1,1
2023-02-01 14:16:17,1,1,1
2023-02-01 14:16:42,2,1,1
2023-02-01 14:16:45,2,1,1
2023-02-01 14:16:49,2,1,1
2023-02-01 14:16:59,2,1,1
2023-02-01 14:17:06,2,1,1
2023-02-01 14:17:15,1,1,1
2023-02-01 14:29:54,2,1,1
2023-02-01 14:31:05,1,1,1
2023-02-01 14:31:19,2,1,1
2023-02-01 14:31:24,2,1,1
2023-02-01 14:31:26,2,1,1
2023-02-01 14:31:34,2,1,1
2023-02-01 14:31:42,2,1,1
2023-02-01 15:05:24,2,1,1
2023-02-01 15:06:36,1,1,1
2023-02-01 15:06:54,2,1,1
2023-02-01 15:14:37,2,1,1
2023-02-01 15:16:11,1,1,1
2023-02-01 15:16:38,2,1,1
2023-02-01 15:18:51,2,1,1
2023-02-01 15:19:55,1,1,1
2023-02-01 15:20:18,2,1,1
2023-02-01 15:24:32,2,1,1
2023-02-01 15:25:33,1,1,1
2023-02-01 15:25:58,2,1,1
2023-02-01 15:26:01,2,1,1
2023-02-01 15:26:07,2,1,1
2023-02-01 15:26:18,2,1,1
2023-02-01 15:26:22,2,1,1
2023-02-01 15:26:28,1,1,1
2023-02-01 16:04:23,2,1,1
2023-02-01 16:05:52,1,1,1
2023-02-01 16:06:14,2,1,1
2023-02-01 16:06:17,2,1,1
2023-02-01 16:06:21,2,1,1
2023-02-01 16:06:26,2,1,1
2023-02-01 16:06:31,2,1,1
2023-02-01 16:06:39,2,1,1
2023-02-01 16:06:47,2,1,1
2023-02-01 16:06:53,3,1,1
2023-02-01 16:07:07,3,1,1
2023-02-01 16:07:16,2,1,1
2023-02-01 16:07:46,3,1,1
2023-02-01 16:08:05,2,1,1
2023-02-01 16:08:45,3,1,1
2023-02-01 16:08:56,2,1,1
2023-02-01 16:09:52,3,1,1
2023-02-01 16:10:02,2,1,1
2023-02-01 16:10:49,3,1,1
2023-02-01 16:10:58,2,1,1
2023-02-01 16:12:23,4,1,1
2023-02-01 16:17:58,2,1,1
2023-02-01 16:19:18,1,1,1
2023-02-01 16:19:44,2,1,1
2023-02-01 16:19:48,2,1,1
2023-02-01 16:19:53,2,1,1
2023-02-01 16:20:00,2,1,1
2023-02-01 16:20:06,2,1,1
2023-02-01 16:20:14,2,1,1
2023-02-01 16:20:20,2,1,1
2023-02-01 16:20:24,3,1,1
2023-02-01 16:20:31,3,1,1
2023-02-01 16:20:38,2,1,1
2023-02-01 16:21:16,3,1,1
2023-02-01 16:22:12,2,1,1
2023-02-01 16:23:30,1,1,1
2023-02-01 16:23:40,2,1,1
2023-02-01 16:23:44,2,1,1
2023-02-01 16:23:50,2,1,1
2023-02-01 16:23:59,2,1,1
2023-02-01 16:24:10,2,1,1
2023-02-01 16:24:17,2,1,1
2023-02-01 16:24:28,2,1,1
2023-02-01 16:24:35,3,1,1
2023-02-01 16:24:40,3,1,1
2023-02-01 16:24:47,2,1,1
2023-02-01 16:25:21,3,1,1
2023-02-01 16:27:53,2,1,1
2023-02-01 16:29:19,1,1,1
2023-02-01 16:29:49,2,1,1
2023-02-01 16:29:56,2,1,1
2023-02-01 16:30:01,2,1,1
2023-02-01 16:30:07,2,1,1
2023-02-01 16:30:13,2,1,1
2023-02-01 16:30:15,2,1,1
2023-02-01 16:30:22,2,1,1
2023-02-01 16:30:28,2,1,1
2023-02-01 16:30:31,3,1,1
2023-02-01 16:30:38,3,1,1
2023-02-01 16:30:47,2,1,1
2023-02-01 16:31:19,3,1,1
2023-02-01 16:31:28,1,1,1
2023-02-01 16:31:44,2,1,1
2023-02-01 16:31:51,1,1,1
2023-02-01 16:51:53,2,1,1
2023-02-01 16:52:44,1,1,1
2023-02-01 16:53:02,2,1,1
2023-02-01 17:00:21,2,1,1
2023-02-01 17:01:53,1,1,1
2023-02-01 17:02:19,2,1,1
2023-02-01 17:02:25,2,1,1
2023-02-01 17:02:30,2,1,1
2023-02-01 17:02:37,2,1,1
2023-02-01 17:02:42,2,1,1
2023-02-01 17:02:51,2,1,1
2023-02-01 17:02:58,2,1,1
2023-02-01 17:03:03,3,1,1
2023-02-01 17:03:18,3,1,1
2023-02-01 17:03:24,2,1,1
2023-02-01 17:04:09,2,1,1
2023-02-01 17:04:18,2,1,1
2023-02-01 17:04:59,3,1,1
2023-02-01 17:05:15,2,1,1
2023-02-01 17:06:02,2,1,1
2023-02-01 17:06:19,3,1,1
2023-02-01 17:06:31,2,1,1
2023-02-01 17:07:07,3,1,1
2023-02-01 17:07:40,1,1,1
2023-02-01 17:08:10,2,1,1
2023-02-01 17:08:15,2,1,1
2023-02-01 17:08:21,2,1,1
2023-02-01 17:08:28,2,1,1
2023-02-01 17:08:34,2,1,1
2023-02-01 17:25:18,2,1,1
2023-02-01 17:26:25,1,1,1
2023-02-01 17:26:47,2,1,1
2023-02-01 17:38:53,2,1,1
2023-02-01 17:40:20,1,1,1
2023-02-01 17:40:32,2,1,1
2023-02-01 17:40:35,2,1,1
2023-02-01 17:40:40,2,1,1
2023-02-01 17:44:34,2,1,1
2023-02-01 17:46:11,1,1,1
2023-02-01 17:46:35,2,1,1
2023-02-01 17:46:38,2,1,1
2023-02-01 17:46:41,2,1,1
2023-02-01 17:46:47,2,1,1
2023-02-01 17:46:52,2,1,1
2023-02-01 17:46:58,2,1,1
2023-02-01 17:47:08,2,1,1
2023-02-01 17:47:14,3,1,1
2023-02-01 17:47:19,3,1,1
2023-02-01 17:47:30,2,1,1
2023-02-01 17:48:07,3,1,1
2023-02-01 17:58:09,2,1,1
2023-02-01 17:59:07,1,1,1
2023-02-01 17:59:21,2,1,1
2023-02-01 17:59:28,2,1,1
2023-02-01 17:59:31,2,1,1
2023-02-01 17:59:35,2,1,1
2023-02-01 17:59:43,2,1,1
2023-02-01 17:59:52,2,1,1
2023-02-01 18:00:00,2,1,1
2023-02-01 18:00:04,3,1,1
2023-02-01 18:00:09,3,1,1
2023-02-01 18:00:18,2,1,1
2023-02-01 18:00:53,3,1,1
2023-02-01 18:01:09,2,1,1
2023-02-01 18:01:51,3,1,1
2023-02-01 18:02:03,2,1,1
2023-02-01 18:02:59,3,1,1
2023-02-01 18:03:08,2,1,1
2023-02-01 18:03:47,3,1,1
2023-02-01 18:03:59,2,1,1
2023-02-01 18:05:05,4,1,1
2023-02-01 18:25:19,2,1,1
2023-02-01 18:26:25,1,1,1
2023-02-01 18:26:48,2,1,1
2023-02-01 18:26:51,2,1,1
2023-02-01 18:26:57,2,1,1
2023-02-01 18:27:03,2,1,1
2023-02-01 18:27:09,2,1,1
2023-02-01 18:27:18,2,1,1
2023-02-01 18:38:54,2,1,1
2023-02-01 18:39:52,1,1,1
2023-02-01 18:40:13,2,1,1
2023-02-01 18:40:16,2,1,1
2023-02-01 18:40:19,2,1,1
2023-02-01 18:40:23,2,1,1
2023-02-01 18:40:28,2,1,1
2023-02-01 18:40:37,2,1,1
2023-02-01 18:40:47,2,1,1
2023-02-01 18:40:50,3,1,1
2023-02-01 18:41:00,3,1,1
2023-02-01 18:41:08,2,1,1
2023-02-01 18:41:45,3,1,1
2023-02-01 18:41:59,2,1,1
2023-02-01 18:42:50,3,1,1
2023-02-01 18:42:58,2,1,1
2023-02-01 18:43:48,3,1,1
2023-02-01 18:43:54,2,1,1
2023-02-01 18:44:48,3,1,1
2023-02-01 18:44:59,2,1,1
2023-02-01 18:46:31,4,1,1
2023-02-01 18:52:29,2,1,1
2023-02-01 18:53:48,1,1,1
2023-02-01 18:54:13,2,1,1
2023-02-01 18:54:19,2,1,1
2023-02-01 18:54:24,2,1,1
2023-02-01 18:54:33,2,1,1
2023-02-01 18:54:40,2,1,1
2023-02-01 18:54:44,2,1,1
2023-02-01 18:54:56,2,1,1
2023-02-01 18:55:02,3,1,1
2023-02-01 19:01:42,2,1,1
2023-02-01 19:02:35,1,1,1
2023-02-01 19:03:01,2,1,1
2023-02-01 19:03:06,2,1,1
2023-02-01 19:03:10,2,1,1
2023-02-01 19:15:17,2,1,1
2023-02-01 19:16:36,1,1,1
2023-02-01 19:17:00,2,1,1
2023-02-01 19:17:05,2,1,1
2023-02-01 19:17:39,2,1,1
2023-02-01 19:19:02,1,1,1
2023-02-01 19:19:25,2,1,1
2023-02-01 19:19:29,2,1,1
2023-02-01 19:19:34,2,1,1
2023-02-01 19:19:42,2,1,1
2023-02-01 19:19:53,2,1,1
2023-02-01 19:20:03,2,1,1
2023-02-01 19:20:13,2,1,1
2023-02-01 19:20:19,3,1,1
2023-02-01 19:20:26,3,1,1
2023-02-01 19:20:33,2,1,1
2023-02-01 19:21:17,2,1,1
2023-02-01 19:21:26,2,1,1
2023-02-01 19:22:14,2,1,1
2023-02-01 19:22:30,2,1,1
2023-02-01 19:23:24,3,1,1
2023-02-01 19:31:14,2,1,1
2023-02-01 19:32:50,1,1,1
2023-02-01 19:33:02,2,1,1
2023-02-01 19:33:07,2,1,1
2023-02-01 19:33:10,2,1,1
2023-02-01 19:44:49,2,1,1
2023-02-01 19:46:14,1,1,1
2023-02-01 19:46:40,2,1,1
2023-02-01 19:46:45,2,1,1
2023-02-01 19:46:49,2,1,1
2023-02-01 19:46:58,2,1,1
2023-02-01 19:47:05,2,1,1
2023-02-01 19:47:10,2,1,1
2023-02-01 19:47:21,2,1,1
2023-02-01 19:47:27,3,1,1
2023-02-01 19:47:33,3,1,1
2023-02-01 19:47:39,2,1,1
2023-02-01 19:48:19,3,1,1
2023-02-01 19:48:34,2,1,1
2023-02-01 19:49:25,3,1,1
2023-02-01 19:49:42,2,1,1
2023-02-01 19:50:43,3,1,1
2023-02-01 19:50:48,2,1,1
2023-02-01 19:51:28,3,1,1
2023-02-01 19:51:37,2,1,1
2023-02-01 19:53:11,2,1,1
2023-02-01 19:54:02,2,1,1
2023-02-01 19:55:42,1,1,1
2023-02-01 19:56:10,2,1,1
2023-02-01 19:56:17,2,1,1
2023-02-01 19:56:21,2,1,1
2023-02-01 19:56:30,2,1,1
2023-02-01 19:56:41,2,1,1
2023-02-01 19:56:51,2,1,1
2023-02-01 19:56:57,2,1,1
2023-02-01 19:57:03,3,1,1
2023-02-01 19:57:15,3,1,1
2023-02-01 19:57:28,2,1,1
2023-02-01 19:58:12,3,1,1
2023-02-01 19:58:16,2,1,1
2023-02-01 19:58:31,2,1,1
2023-02-01 19:59:15,3,1,1
2023-02-01 19:59:30,2,1,1
2023-02-01 19:59:53,1,1,1
2023-02-01 20:00:19,2,1,1
2023-02-01 20:00:22,2,1,1
2023-02-01 20:00:35,2,1,1
2023-02-01 20:00:38,2,1,1
2023-02-01 20:00:41,2,1,1
2023-02-01 20:01:20,3,1,1
2023-02-01 20:28:32,1,1,1
2023-02-01 20:28:48,2,1,1
2023-02-01 20:30:05,4,1,1
2023-02-01 20:49:18,2,1,1
2023-02-01 20:50:47,1,1,1
2023-02-01 20:51:03,2,1,1
2023-02-01 20:51:06,2,1,1
2023-02-01 20:51:11,2,1,1
2023-02-01 20:51:16,2,1,1
2023-02-01 20:51:25,2,1,1
2023-02-01 20:51:31,2,1,1
2023-02-01 20:51:39,2,1,1
2023-02-01 20:51:46,3,1,1
2023-02-01 20:51:58,3,1,1
2023-02-01 20:52:08,2,1,1
2023-02-01 20:52:53,3,1,1
2023-02-01 20:53:10,2,1,1
2023-02-01 20:53:52,3,1,1
2023-02-01 21:14:15,2,1,1
2023-02-01 21:15:48,1,1,1
2023-02-01 21:15:57,2,1,1
2023-02-01 21:16:02,1,1,1
2023-02-01 21:16:37,2,1,1
2023-02-01 21:17:33,1,1,1
2023-02-01 21:17:44,2,1,1
2023-02-01 21:17:49,2,1,1
2023-02-01 21:17:52,2,1,1
2023-02-01 21:18:02,2,1,1
2023-02-01 21:18:11,2,1,1
2023-02-01 21:25:50,2,1,1
2023-02-01 21:26:47,1,1,1
2023-02-01 21:27:00,2,1,1
2023-02-01 21:27:04,2,1,1
2023-02-01 21:27:09,2,1,1
2023-02-01 21:44:58,2,1,1
2023-02-01 21:46:27,1,1,1
2023-02-01 21:46:56,2,1,1
2023-02-01 22:12:00,2,1,1
2023-02-01 22:12:59,1,1,1
2023-02-01 22:13:22,2,1,1
2023-02-01 22:13:26,2,1,1
2023-02-01 22:13:29,2,1,1
2023-02-01 22:13:41,2,1,1
2023-02-01 22:13:51,2,1,1
2023-02-01 22:37:10,2,1,1
2023-02-01 22:38:08,1,1,1
2023-02-01 22:38:28,2,1,1
2023-02-01 22:38:33,2,1,1
2023-02-01 22:38:38,2,1,1
2023-02-01 22:38:47,2,1,1
2023-02-01 22:38:58,2,1,1
2023-02-01 22:39:08,2,1,1
2023-02-01 22:39:16,2,1,1
2023-02-01 22:39:19,3,1,1
2023-02-01 22:39:27,3,1,1
2023-02-01 22:39:34,2,1,1
2023-02-01 22:40:06,3,1,1
2023-02-01 22:40:23,2,1,1
2023-02-01 22:41:05,3,1,1
2023-02-01 22:41:19,2,1,1
2023-02-01 22:41:24,2,1,1
2023-02-01 22:42:11,3,1,1
2023-02-01 22:42:20,2,1,1
2023-02-01 22:42:35,1,1,1
2023-02-01 22:43:00,2,1,1
2023-02-01 22:43:05,5,2,2
2023-02-01 22:43:11,2,1,1
2023-02-01 22:43:19,2,1,1
2023-02-01 22:43:20,2,1,1
2023-02-01 22:43:29,2,1,1
2023-02-01 22:44:43,4,1,1
2023-02-01 22:54:59,2,1,1
2023-02-01 22:55:53,1,1,1
2023-02-01 22:56:23,2,1,1
2023-02-01 22:56:28,2,1,1
2023-02-01 23:14:15,2,1,1
2023-02-01 23:15:14,1,1,1
2023-02-01 23:15:26,2,1,1
2023-02-01 23:15:31,2,1,1
2023-02-01 23:15:34,2,1,1
2023-02-01 23:15:41,2,1,1
2023-02-01 23:15:50,2,1,1
2023-02-01 23:15:57,2,1,1
2023-02-01 23:16:04,2,1,1
2023-02-01 23:16:07,3,1,1
2023-02-01 23:16:13,3,1,1
2023-02-01 23:16:20,2,1,1
2023-02-01 23:16:52,3,1,1
2023-02-01 23:17:08,2,1,1
2023-02-01 23:18:03,3,1,1
2023-02-01 23:18:18,2,1,1
2023-02-01 23:19:19,3,1,1
2023-02-01 23:19:24,2,1,1
2023-02-01 23:20:07,3,1,1
2023-02-01 23:20:20,2,1,1
2023-02-01 23:21:35,4,1,1
2023-02-01 23:23:28,2,1,1
2023-02-01 23:25:02,1,1,1
2023-02-01 23:25:20,2,1,1
2023-02-01 23:25:23,2,1,1
2023-02-01 23:25:29,2,1,1
2023-02-01 23:25:41,2,1,1
2023-02-01 23:25:45,2,1,1
2023-02-01 23:25:55,2,1,1
2023-02-01 23:26:00,2,1,1
2023-02-01 23:46:16,2,1,1
2023-02-01 23:47:41,1,1,1
2023-02-01 23:48:00,2,1,1
2023-02-01 23:48:04,2,1,1
2023-02-01 23:48:09,2,1,1
2023-02-01 23:48:13,2,1,1
2023-02-01 23:48:19,2,1,1
2023-02-01 23:48:26,2,1,1
2023-02-01 23:48:32,2,1,1
2023-02-01 23:48:37,3,1,1
2023-02-01 23:48:49,3,1,1
2023-02-01 23:48:59,2,1,1
2023-02-01 23:49:34,3,1,1
2023-02-01 23:49:44,2,1,1
2023-02-01 23:50:36,3,1,1
2023-02-02 00:01:10,2,1,1
2023-02-02 00:02:20,1,1,1
2023-02-02 00:02:48,2,1,1
2023-02-02 00:14:45,2,1,1
2023-02-02 00:16:09,1,1,1
2023-02-02 00:16:22,2,1,1
2023-02-02 00:16:26,2,1,1
2023-02-02 00:16:32,2,1,1
2023-02-02 00:28:12,2,1,1
2023-02-02 00:29:35,1,1,1
2023-02-02 00:29:54,2,1,1
2023-02-02 00:29:58,2,1,1
2023-02-02 00:30:00,2,1,1
2023-02-02 00:30:08,2,1,1
2023-02-02 00:30:14,2,1,1
2023-02-02 01:37:40,2,1,1
2023-02-02 01:39:15,1,1,1
2023-02-02 01:39:27,2,1,1
2023-02-02 01:39:34,2,1,1
2023-02-02 01:39:40,2,1,1
2023-02-02 01:39:49,2,1,1
2023-02-02 01:40:00,2,1,1
2023-02-02 01:40:08,2,1,1
2023-02-02 01:40:15,2,1,1
2023-02-02 01:40:23,3,1,1
2023-02-02 01:40:28,3,1,1
2023-02-02 01:40:41,2,1,1
2023-02-02 01:41:25,3,1,1
2023-02-02 01:41:33,2,1,1
2023-02-02 01:41:54,2,1,1
2023-02-02 01:42:13,3,1,1
2023-02-02 01:42:24,2,1,1
2023-02-02 01:42:50,1,1,1
2023-02-02 01:43:01,2,1,1
2023-02-02 01:43:05,2,1,1
2023-02-02 01:43:09,3,1,1
2023-02-02 01:43:10,2,1,1
2023-02-02 01:43:19,4,2,2
2023-02-02 01:43:29,2,1,1
2023-02-02 01:43:34,2,1,1
2023-02-02 01:43:40,2,1,1
2023-02-02 01:43:44,3,1,1
2023-02-02 01:43:56,3,1,1
2023-02-02 01:44:09,2,1,1
2023-02-02 01:44:12,3,1,1
2023-02-02 01:44:21,2,1,1
2023-02-02 01:44:52,3,1,1
2023-02-02 01:45:07,2,1,1
2023-02-02 01:45:31,4,1,1
2023-02-02 01:45:53,2,1,1
2023-02-02 02:18:46,2,1,1
2023-02-02 02:19:54,1,1,1
2023-02-02 02:20:24,2,1,1
2023-02-02 02:20:27,2,1,1
