"event_date","events","active_users","sessions"
2023-02-04 21:52:26,2,1,1
2023-02-04 21:52:30,2,1,1
2023-02-04 21:52:56,3,1,1
2023-02-04 21:53:14,2,1,1
2023-02-04 21:53:45,1,1,1
2023-02-04 21:53:48,3,1,1
2023-02-04 21:53:54,2,1,1
2023-02-04 21:53:58,2,1,1
2023-02-04 21:54:01,3,1,1
2023-02-04 21:54:03,2,1,1
2023-02-04 21:54:08,2,1,1
2023-02-04 21:54:11,2,1,1
2023-02-04 21:54:15,2,1,1
2023-02-04 21:54:17,2,1,1
2023-02-04 21:54:27,2,1,1
2023-02-04 21:54:34,2,1,1
2023-02-04 21:54:39,3,1,1
2023-02-04 21:54:47,3,1,1
2023-02-04 21:55:00,2,1,1
2023-02-04 21:55:01,3,1,1
2023-02-04 21:55:07,2,1,1
2023-02-04 21:55:23,3,1,1
2023-02-04 21:55:32,3,1,1
2023-02-04 21:55:43,2,1,1
2023-02-04 21:55:45,2,1,1
2023-02-04 21:55:49,2,1,1
2023-02-04 21:56:26,2,1,1
2023-02-04 21:57:24,4,1,1
2023-02-04 22:10:19,2,1,1
2023-02-04 22:11:27,1,1,1
2023-02-04 22:11:41,2,1,1
2023-02-04 22:11:47,2,1,1
2023-02-04 22:11:53,2,1,1
2023-02-04 22:12:02,2,1,1
2023-02-04 22:12:09,2,1,1
2023-02-04 22:12:13,2,1,1
2023-02-04 22:12:21,2,1,1
2023-02-04 22:12:26,3,1,1
2023-02-04 22:12:36,3,1,1
2023-02-04 22:12:42,2,1,1
2023-02-04 22:13:13,3,1,1
2023-02-04 22:13:21,2,1,1
2023-02-04 22:14:13,3,1,1
2023-02-04 22:14:27,2,1,1
2023-02-04 22:15:08,3,1,1
2023-02-04 22:15:18,2,1,1
2023-02-04 22:16:10,3,1,1
2023-02-04 22:16:21,2,1,1
2023-02-04 22:17:33,4,1,1
2023-02-04 22:33:49,2,1,1
2023-02-04 22:35:28,1,1,1
2023-02-04 22:35:43,2,1,1
2023-02-04 22:35:48,2,1,1
2023-02-04 22:35:52,1,1,1
2023-02-04 22:43:02,2,1,1
2023-02-04 22:44:11,1,1,1
2023-02-04 22:44:24,2,1,1
2023-02-04 22:44:28,2,1,1
2023-02-04 22:45:33,1,1,1
2023-02-04 22:45:45,3,1,1
2023-02-04 22:45:57,2,1,1
2023-02-04 22:47:06,3,1,1
2023-02-04 22:47:35,2,1,1
2023-02-04 22:49:05,2,1,1
2023-02-04 22:49:17,2,1,1
2023-02-04 22:50:21,3,1,1
2023-02-04 22:50:34,2,1,1
2023-02-04 22:51:18,3,1,1
2023-02-04 22:51:54,2,1,1
2023-02-04 22:53:36,2,1,1
2023-02-04 23:00:51,2,1,1
2023-02-04 23:02:08,1,1,1
2023-02-04 23:02:18,2,1,1
2023-02-04 23:02:22,2,1,1
2023-02-04 23:02:25,2,1,1
2023-02-04 23:02:30,2,1,1
2023-02-04 23:02:39,2,1,1
2023-02-04 23:02:48,2,1,1
2023-02-04 23:02:58,2,1,1
2023-02-04 23:03:05,3,1,1
2023-02-04 23:03:19,3,1,1
2023-02-04 23:03:25,2,1,1
2023-02-04 23:04:05,2,1,1
2023-02-04 23:04:18,2,1,1
2023-02-04 23:05:11,3,1,1
2023-02-04 23:05:21,2,1,1
2023-02-04 23:06:02,3,1,1
2023-02-04 23:06:11,2,1,1
2023-02-04 23:06:51,3,1,1
2023-02-04 23:10:04,2,1,1
2023-02-04 23:11:07,1,1,1
2023-02-04 23:11:24,2,1,1
2023-02-04 23:11:27,2,1,1
2023-02-04 23:11:29,2,1,1
2023-02-04 23:11:37,2,1,1
2023-02-04 23:12:26,2,1,1
2023-02-04 23:13:59,1,1,1
2023-02-04 23:14:28,2,1,1
2023-02-04 23:14:31,2,1,1
2023-02-04 23:14:35,2,1,1
2023-02-04 23:14:41,2,1,1
2023-02-04 23:14:50,2,1,1
2023-02-04 23:15:00,2,1,1
2023-02-04 23:15:08,2,1,1
2023-02-04 23:15:12,3,1,1
2023-02-04 23:16:40,2,1,1
2023-02-04 23:17:47,1,1,1
2023-02-04 23:18:14,2,1,1
2023-02-04 23:18:17,2,1,1
2023-02-04 23:18:20,2,1,1
2023-02-04 23:18:26,2,1,1
2023-02-04 23:18:35,2,1,1
2023-02-04 23:18:45,2,1,1
2023-02-04 23:18:54,2,1,1
2023-02-04 23:18:59,3,1,1
2023-02-04 23:35:51,1,1,1
2023-02-04 23:36:03,3,1,1
2023-02-04 23:36:20,2,1,1
2023-02-04 23:37:29,3,1,1
2023-02-04 23:37:55,2,1,1
2023-02-04 23:39:12,3,1,1
2023-02-04 23:39:22,2,1,1
2023-02-04 23:40:19,3,1,1
2023-02-04 23:40:42,2,1,1
2023-02-04 23:41:31,2,1,1
2023-02-04 23:42:07,2,1,1
2023-02-04 23:43:29,3,1,1
2023-02-04 23:46:46,2,1,1
2023-02-04 23:47:58,1,1,1
2023-02-04 23:48:18,2,1,1
2023-02-04 23:48:23,2,1,1
2023-02-04 23:48:25,2,1,1
2023-02-04 23:48:33,1,1,1
2023-02-04 23:55:59,2,1,1
2023-02-04 23:57:01,1,1,1
2023-02-04 23:57:18,2,1,1
2023-02-04 23:57:24,2,1,1
2023-02-04 23:57:28,2,1,1
2023-02-04 23:57:36,2,1,1
2023-02-04 23:57:45,2,1,1
2023-02-04 23:57:53,2,1,1
2023-02-04 23:58:04,2,1,1
2023-02-04 23:58:08,3,1,1
2023-02-04 23:58:13,3,1,1
2023-02-04 23:58:23,2,1,1
2023-02-04 23:58:56,2,1,1
2023-02-04 23:59:06,2,1,1
2023-02-04 23:59:49,3,1,1
2023-02-05 00:00:05,2,1,1
2023-02-05 00:00:47,3,1,1
2023-02-05 00:00:57,2,1,1
2023-02-05 00:01:38,3,1,1
2023-02-05 00:26:50,2,1,1
2023-02-05 00:28:13,1,1,1
2023-02-05 00:28:22,2,1,1
2023-02-05 00:28:27,2,1,1
2023-02-05 00:28:30,2,1,1
2023-02-05 00:28:38,2,1,1
2023-02-05 00:28:44,2,1,1
2023-02-05 00:28:51,2,1,1
2023-02-05 00:29:02,2,1,1
2023-02-05 00:29:06,3,1,1
2023-02-05 00:32:31,2,1,1
2023-02-05 00:33:51,1,1,1
2023-02-05 00:34:20,2,1,1
2023-02-05 00:46:06,2,1,1
2023-02-05 00:47:02,1,1,1
2023-02-05 00:47:11,2,1,1
2023-02-05 00:47:14,2,1,1
2023-02-05 00:47:16,2,1,1
2023-02-05 00:47:27,2,1,1
2023-02-05 00:48:34,1,1,1
2023-02-05 00:48:52,3,1,1
2023-02-05 00:49:07,2,1,1
2023-02-05 00:50:11,3,1,1
2023-02-05 00:50:27,2,1,1
2023-02-05 00:52:04,3,1,1
2023-02-05 00:52:18,2,1,1
2023-02-05 00:53:36,3,1,1
2023-02-05 00:53:57,2,1,1
2023-02-05 00:54:44,2,1,1
2023-02-05 00:55:12,2,1,1
2023-02-05 00:55:19,2,1,1
2023-02-05 00:56:45,3,1,1
2023-02-05 00:56:50,1,1,1
2023-02-05 00:57:00,2,1,1
2023-02-05 00:57:03,2,1,1
2023-02-05 00:57:07,2,1,1
2023-02-05 00:57:19,2,1,1
2023-02-05 00:57:26,2,1,1
2023-02-05 00:57:34,2,1,1
2023-02-05 00:57:37,2,1,1
2023-02-05 01:08:54,2,1,1
2023-02-05 01:10:10,1,1,1
2023-02-05 01:10:21,2,1,1
2023-02-05 01:10:24,2,1,1
2023-02-05 01:10:30,2,1,1
2023-02-05 01:10:39,2,1,1
2023-02-05 01:10:46,2,1,1
2023-02-05 01:10:56,2,1,1
2023-02-05 01:11:05,2,1,1
2023-02-05 01:11:08,3,1,1
2023-02-05 01:11:16,3,1,1
2023-02-05 01:11:27,2,1,1
2023-02-05 01:12:08,2,1,1
2023-02-05 01:24:26,1,1,1
2023-02-05 01:24:44,3,1,1
2023-02-05 01:24:56,2,1,1
2023-02-05 01:26:10,3,1,1
2023-02-05 01:26:35,2,1,1
2023-02-05 01:28:04,3,1,1
2023-02-05 01:28:10,2,1,1
2023-02-05 01:28:14,2,1,1
2023-02-05 01:29:33,2,1,1
2023-02-05 01:29:49,1,1,1
2023-02-05 01:29:53,2,1,1
2023-02-05 01:30:18,2,1,1
2023-02-05 01:30:22,2,1,1
2023-02-05 01:30:27,2,1,1
2023-02-05 01:30:36,1,1,1
2023-02-05 01:30:55,3,1,1
2023-02-05 01:31:25,2,1,1
2023-02-05 01:32:32,2,1,1
2023-02-05 01:37:23,2,1,1
2023-02-05 01:38:25,1,1,1
2023-02-05 01:38:41,2,1,1
2023-02-05 01:38:44,2,1,1
2023-02-05 01:38:48,2,1,1
2023-02-05 01:38:56,2,1,1
2023-02-05 01:39:06,2,1,1
2023-02-05 01:39:16,2,1,1
2023-02-05 01:50:50,2,1,1
2023-02-05 01:51:57,1,1,1
2023-02-05 01:52:24,2,1,1
2023-02-05 01:52:27,2,1,1
2023-02-05 01:52:32,1,1,1
2023-02-05 02:13:38,2,1,1
2023-02-05 02:14:44,1,1,1
2023-02-05 02:15:00,2,1,1
2023-02-05 02:15:04,2,1,1
2023-02-05 02:15:10,2,1,1
2023-02-05 02:15:21,2,1,1
2023-02-05 02:19:19,2,1,1
2023-02-05 02:20:46,1,1,1
2023-02-05 02:21:03,2,1,1
2023-02-05 02:21:07,2,1,1
2023-02-05 02:21:11,2,1,1
2023-02-05 02:21:18,2,1,1
2023-02-05 02:21:23,2,1,1
2023-02-05 02:21:31,2,1,1
2023-02-05 02:21:42,2,1,1
2023-02-05 02:21:47,3,1,1
2023-02-05 02:22:00,3,1,1
2023-02-05 02:22:12,2,1,1
2023-02-05 02:22:52,3,1,1
2023-02-05 02:23:00,2,1,1
2023-02-05 02:23:43,3,1,1
2023-02-05 02:23:53,2,1,1
2023-02-05 02:24:32,3,1,1
2023-02-05 02:24:38,2,1,1
2023-02-05 02:25:29,3,1,1
2023-02-05 02:25:40,2,1,1
2023-02-05 02:26:59,2,1,1
2023-02-05 02:29:14,2,1,1
2023-02-05 02:30:31,1,1,1
2023-02-05 02:30:56,2,1,1
2023-02-05 02:30:59,2,1,1
2023-02-05 02:31:03,2,1,1
2023-02-05 02:31:12,2,1,1
2023-02-05 02:31:23,2,1,1
2023-02-05 02:31:30,2,1,1
2023-02-05 02:31:42,2,1,1
2023-02-05 02:31:45,3,1,1
2023-02-05 02:31:56,3,1,1
2023-02-05 02:32:04,2,1,1
2023-02-05 02:32:42,2,1,1
2023-02-05 02:32:57,2,1,1
2023-02-05 02:33:47,3,1,1
2023-02-05 02:33:58,2,1,1
2023-02-05 02:34:43,3,1,1
2023-02-05 02:34:55,2,1,1
2023-02-05 02:36:20,1,1,1
2023-02-05 02:36:33,2,1,1
2023-02-05 02:36:35,1,1,1
2023-02-05 02:40:36,2,1,1
2023-02-05 02:46:17,2,1,1
2023-02-05 02:47:41,1,1,1
2023-02-05 02:47:57,2,1,1
2023-02-05 02:54:44,1,1,1
2023-02-05 02:55:02,2,1,1
2023-02-05 02:55:30,2,1,1
2023-02-05 02:56:01,2,1,1
2023-02-05 02:56:28,1,1,1
2023-02-05 02:56:48,2,1,1
2023-02-05 02:56:51,2,1,1
2023-02-05 02:56:57,2,1,1
2023-02-05 03:08:13,2,1,1
2023-02-05 03:30:43,2,1,1
2023-02-05 03:32:17,1,1,1
2023-02-05 03:32:38,2,1,1
2023-02-05 03:32:43,2,1,1
2023-02-05 03:36:24,2,1,1
2023-02-05 03:37:23,1,1,1
2023-02-05 03:37:33,2,1,1
2023-02-05 03:37:36,2,1,1
2023-02-05 03:37:40,2,1,1
2023-02-05 03:37:45,2,1,1
2023-02-05 03:37:51,2,1,1
2023-02-05 03:37:56,2,1,1
2023-02-05 03:38:03,2,1,1
2023-02-05 03:38:08,3,1,1
2023-02-05 03:38:19,3,1,1
2023-02-05 03:38:29,2,1,1
2023-02-05 03:38:46,2,1,1
2023-02-05 03:39:04,3,1,1
2023-02-05 03:39:19,2,1,1
2023-02-05 03:40:10,3,1,1
2023-02-05 03:40:19,1,1,1
2023-02-05 03:40:23,2,1,1
2023-02-05 03:40:38,2,1,1
2023-02-05 03:40:42,2,1,1
2023-02-05 03:40:46,2,1,1
2023-02-05 03:40:54,2,1,1
2023-02-05 03:41:03,2,1,1
2023-02-05 03:41:08,3,1,1
2023-02-05 03:41:13,4,2,2
2023-02-05 03:41:21,2,1,1
2023-02-05 03:41:28,3,1,1
2023-02-05 03:41:42,3,1,1
2023-02-05 03:41:49,2,1,1
2023-02-05 03:41:55,3,1,1
2023-02-05 03:42:08,2,1,1
2023-02-05 03:42:24,3,1,1
2023-02-05 03:43:09,4,1,1
2023-02-05 03:52:13,2,1,1
2023-02-05 03:53:40,1,1,1
2023-02-05 03:54:09,2,1,1
2023-02-05 03:54:13,2,1,1
2023-02-05 03:54:18,2,1,1
2023-02-05 03:54:26,2,1,1
2023-02-05 03:54:36,2,1,1
2023-02-05 03:54:46,2,1,1
2023-02-05 03:54:58,2,1,1
2023-02-05 03:55:05,3,1,1
2023-02-05 03:55:16,3,1,1
2023-02-05 03:55:22,2,1,1
2023-02-05 03:56:01,3,1,1
2023-02-05 03:56:14,2,1,1
2023-02-05 03:56:27,2,1,1
2023-02-05 03:57:00,3,1,1
2023-02-05 03:57:15,2,1,1
2023-02-05 03:57:32,1,1,1
2023-02-05 03:57:42,2,1,1
2023-02-05 03:57:49,2,1,1
2023-02-05 03:57:53,2,1,1
2023-02-05 03:58:00,5,2,2
2023-02-05 03:58:08,2,1,1
2023-02-05 03:58:17,2,1,1
2023-02-05 03:58:26,2,1,1
2023-02-05 03:58:31,3,1,1
2023-02-05 03:58:40,3,1,1
2023-02-05 03:58:47,2,1,1
2023-02-05 03:59:18,3,1,1
2023-02-05 04:23:37,2,1,1
2023-02-05 04:25:04,1,1,1
2023-02-05 04:25:26,2,1,1
2023-02-05 04:25:33,2,1,1
2023-02-05 04:25:36,2,1,1
2023-02-05 04:25:43,2,1,1
2023-02-05 04:25:53,2,1,1
2023-02-05 04:25:58,2,1,1
2023-02-05 04:26:04,2,1,1
2023-02-05 04:26:12,3,1,1
2023-02-05 04:26:25,3,1,1
2023-02-05 04:26:35,2,1,1
2023-02-05 04:27:15,2,1,1
2023-02-05 04:27:23,2,1,1
2023-02-05 04:28:11,2,1,1
2023-02-05 04:28:28,2,1,1
2023-02-05 04:29:16,3,1,1
2023-02-05 04:29:25,2,1,1
2023-02-05 04:30:03,3,1,1
2023-02-05 04:35:05,2,1,1
2023-02-05 04:37:12,2,1,1
2023-02-05 04:38:49,1,1,1
2023-02-05 04:38:58,2,1,1
2023-02-05 04:39:01,2,1,1
2023-02-05 04:39:04,2,1,1
2023-02-05 04:39:10,2,1,1
2023-02-05 04:39:18,2,1,1
2023-02-05 04:39:31,2,1,1
2023-02-05 04:39:37,2,1,1
2023-02-05 05:00:00,2,1,1
2023-02-05 05:01:40,1,1,1
2023-02-05 05:02:10,2,1,1
2023-02-05 05:02:16,2,1,1
2023-02-05 05:02:19,2,1,1
2023-02-05 05:02:24,2,1,1
2023-02-05 05:02:31,2,1,1
2023-02-05 05:02:38,2,1,1
2023-02-05 05:02:48,2,1,1
2023-02-05 05:02:51,3,1,1
2023-02-05 05:03:02,3,1,1
2023-02-05 05:03:15,2,1,1
2023-02-05 05:03:48,3,1,1
2023-02-05 05:03:58,2,1,1
2023-02-05 05:04:47,3,1,1
2023-02-05 05:05:04,2,1,1
2023-02-05 05:05:52,3,1,1
2023-02-05 05:32:01,2,1,1
2023-02-05 05:33:40,1,1,1
2023-02-05 05:34:08,2,1,1
2023-02-05 05:34:12,2,1,1
2023-02-05 05:36:15,2,1,1
2023-02-05 05:37:13,1,1,1
2023-02-05 05:37:39,2,1,1
2023-02-05 05:37:44,2,1,1
2023-02-05 05:37:50,2,1,1
2023-02-05 05:37:57,2,1,1
2023-02-05 05:38:02,2,1,1
2023-02-05 05:38:14,2,1,1
2023-02-05 05:51:09,2,1,1
2023-02-05 05:52:17,1,1,1
2023-02-05 05:52:39,2,1,1
2023-02-05 05:52:43,2,1,1
2023-02-05 05:52:48,2,1,1
2023-02-05 05:52:59,2,1,1
2023-02-05 05:53:05,2,1,1
2023-02-05 05:53:17,1,1,1
2023-02-05 06:00:22,2,1,1
2023-02-05 06:01:44,1,1,1
2023-02-05 06:02:12,2,1,1
2023-02-05 06:02:16,2,1,1
2023-02-05 06:02:21,2,1,1
2023-02-05 06:02:25,2,1,1
2023-02-05 06:02:36,2,1,1
2023-02-05 06:02:40,2,1,1
2023-02-05 06:02:48,2,1,1
2023-02-05 06:02:56,3,1,1
2023-02-05 06:03:04,3,1,1
2023-02-05 06:03:14,2,1,1
2023-02-05 06:03:49,3,1,1
2023-02-05 06:04:06,2,1,1
2023-02-05 06:04:56,3,1,1
2023-02-05 06:05:05,2,1,1
2023-02-05 06:05:46,3,1,1
2023-02-05 06:05:55,2,1,1
2023-02-05 06:06:35,3,1,1
2023-02-05 06:06:46,2,1,1
2023-02-05 06:07:55,4,1,1
2023-02-05 06:09:35,2,1,1
2023-02-05 06:10:57,1,1,1
2023-02-05 06:11:14,2,1,1
2023-02-05 06:11:19,2,1,1
2023-02-05 06:23:10,2,1,1
2023-02-05 06:24:15,1,1,1
2023-02-05 06:24:30,2,1,1
2023-02-05 06:24:37,2,1,1
2023-02-05 06:24:43,2,1,1
2023-02-05 06:24:50,2,1,1
2023-02-05 06:24:56,2,1,1
2023-02-05 06:25:05,2,1,1
2023-02-05 06:25:12,2,1,1
2023-02-05 06:25:20,3,1,1
2023-02-05 06:25:26,3,1,1
2023-02-05 06:25:35,2,1,1
2023-02-05 06:26:19,3,1,1
2023-02-05 06:26:36,2,1,1
2023-02-05 06:27:24,2,1,1
2023-02-05 06:27:31,2,1,1
2023-02-05 06:28:25,1,1,1
2023-02-05 06:28:42,2,1,1
2023-02-05 06:28:48,2,1,1
2023-02-05 06:28:52,2,1,1
2023-02-05 06:29:00,2,1,1
2023-02-05 06:29:06,2,1,1
2023-02-05 06:29:12,2,1,1
2023-02-05 06:29:21,2,1,1
2023-02-05 06:29:24,3,1,1
2023-02-05 06:29:39,3,1,1
2023-02-05 06:29:47,2,1,1
2023-02-05 06:30:20,3,1,1
2023-02-05 06:30:36,2,1,1
2023-02-05 06:31:18,3,1,1
2023-02-05 06:31:27,2,1,1
2023-02-05 06:32:20,3,1,1
2023-02-05 06:32:30,2,1,1
2023-02-05 06:33:06,3,1,1
2023-02-05 06:33:17,2,1,1
2023-02-05 06:34:19,4,1,1
2023-02-05 06:37:19,2,1,1
2023-02-05 06:38:35,1,1,1
2023-02-05 06:38:53,2,1,1
2023-02-05 06:38:56,2,1,1
2023-02-05 06:39:01,2,1,1
2023-02-05 06:39:11,2,1,1
2023-02-05 06:39:19,2,1,1
2023-02-05 06:39:24,1,1,1
2023-02-05 06:50:54,2,1,1
2023-02-05 06:52:29,1,1,1
2023-02-05 06:52:40,2,1,1
2023-02-05 06:52:47,2,1,1
2023-02-05 06:52:52,2,1,1
2023-02-05 06:53:00,2,1,1
2023-02-05 06:53:10,2,1,1
2023-02-05 06:53:20,2,1,1
2023-02-05 06:53:26,2,1,1
2023-02-05 06:53:31,3,1,1
2023-02-05 06:56:35,2,1,1
2023-02-05 06:57:33,1,1,1
2023-02-05 06:57:53,2,1,1
2023-02-05 06:57:57,2,1,1
2023-02-05 06:58:03,2,1,1
2023-02-05 06:58:09,2,1,1
2023-02-05 06:58:19,2,1,1
2023-02-05 06:58:27,2,1,1
2023-02-05 06:58:33,2,1,1
2023-02-05 06:58:39,3,1,1
2023-02-05 06:58:46,3,1,1
2023-02-05 06:58:56,2,1,1
2023-02-05 06:59:29,2,1,1
2023-02-05 06:59:45,2,1,1
2023-02-05 07:00:27,3,1,1
2023-02-05 07:00:37,2,1,1
2023-02-05 07:01:26,3,1,1
2023-02-05 07:01:36,2,1,1
2023-02-05 07:02:28,2,1,1
2023-02-05 07:10:07,2,1,1
2023-02-05 07:34:09,2,1,1
2023-02-05 07:34:59,1,1,1
2023-02-05 07:35:15,2,1,1
2023-02-05 07:35:21,2,1,1
2023-02-05 07:35:26,2,1,1
2023-02-05 07:35:30,2,1,1
2023-02-05 07:35:36,2,1,1
2023-02-05 07:35:46,2,1,1
2023-02-05 07:35:58,2,1,1
2023-02-05 07:36:05,3,1,1
2023-02-05 07:36:12,3,1,1
2023-02-05 07:36:22,2,1,1
2023-02-05 07:37:06,3,1,1
2023-02-05 07:37:22,2,1,1
2023-02-05 07:38:09,3,1,1
2023-02-05 07:38:24,2,1,1
2023-02-05 07:39:22,3,1,1
2023-02-05 07:39:32,2,1,1
2023-02-05 07:40:19,3,1,1
2023-02-05 07:40:31,2,1,1
2023-02-05 07:41:40,4,1,1
2023-02-05 07:47:44,2,1,1
2023-02-05 07:49:14,1,1,1
2023-02-05 07:49:38,2,1,1
2023-02-05 07:49:44,2,1,1
2023-02-05 07:49:47,2,1,1
2023-02-05 07:49:53,2,1,1
2023-02-05 07:49:59,2,1,1
2023-02-05 07:50:06,2,1,1
2023-02-05 07:50:16,2,1,1
2023-02-05 07:50:20,3,1,1
2023-02-05 08:07:00,2,1,1
2023-02-05 08:08:02,1,1,1
2023-02-05 08:08:17,2,1,1
2023-02-05 08:08:23,2,1,1
2023-02-05 08:08:28,2,1,1
2023-02-05 08:08:35,2,1,1
2023-02-05 08:08:44,2,1,1
2023-02-05 08:08:49,2,1,1
2023-02-05 08:08:56,2,1,1
2023-02-05 08:08:59,3,1,1
2023-02-05 08:09:06,3,1,1
2023-02-05 08:09:12,2,1,1
2023-02-05 08:09:47,3,1,1
2023-02-05 08:16:13,2,1,1
2023-02-05 08:17:34,1,1,1
2023-02-05 08:17:56,2,1,1
2023-02-05 08:18:00,2,1,1
2023-02-05 08:18:05,2,1,1
2023-02-05 08:18:17,2,1,1
2023-02-05 08:18:25,1,1,1
2023-02-05 08:25:26,2,1,1
2023-02-05 08:26:54,1,1,1
2023-02-05 08:27:03,2,1,1
2023-02-05 08:27:07,2,1,1
2023-02-05 08:27:13,2,1,1
2023-02-05 08:27:21,2,1,1
2023-02-05 08:27:28,2,1,1
2023-02-05 08:27:38,2,1,1
2023-02-05 08:27:48,2,1,1
2023-02-05 08:27:51,3,1,1
2023-02-05 08:27:56,3,1,1
2023-02-05 08:28:04,2,1,1
2023-02-05 08:28:42,2,1,1
2023-02-05 08:28:54,2,1,1
2023-02-05 08:29:45,3,1,1
2023-02-05 08:30:02,2,1,1
2023-02-05 08:30:59,2,1,1
2023-02-05 08:52:36,2,1,1
2023-02-05 08:53:50,1,1,1
2023-02-05 08:54:01,2,1,1
2023-02-05 08:54:04,2,1,1
2023-02-05 08:54:06,2,1,1
2023-02-05 08:54:18,2,1,1
2023-02-05 08:54:28,2,1,1
2023-02-05 08:54:36,2,1,1
2023-02-05 08:54:41,2,1,1
2023-02-05 09:34:40,2,1,1
2023-02-05 09:35:58,1,1,1
2023-02-05 09:36:19,2,1,1
2023-02-05 09:36:26,2,1,1
2023-02-05 09:36:31,2,1,1
2023-02-05 09:36:39,2,1,1
2023-02-05 09:36:48,2,1,1
2023-02-05 09:36:58,2,1,1
2023-02-05 09:37:09,2,1,1
2023-02-05 09:37:12,3,1,1
2023-02-05 09:37:21,3,1,1
2023-02-05 09:37:28,2,1,1
2023-02-05 09:38:05,3,1,1
2023-02-05 09:38:15,2,1,1
2023-02-05 09:38:55,2,1,1
2023-02-05 09:39:03,2,1,1
2023-02-05 09:39:59,3,1,1
2023-02-05 09:40:08,2,1,1
2023-02-05 09:40:50,2,1,1
2023-02-05 09:43:53,2,1,1
2023-02-05 09:45:25,1,1,1
2023-02-05 09:45:34,2,1,1
2023-02-05 09:45:40,2,1,1
2023-02-05 09:45:43,2,1,1
2023-02-05 09:45:47,2,1,1
2023-02-05 09:45:48,2,1,1
2023-02-05 09:45:54,2,1,1
2023-02-05 09:46:04,2,1,1
2023-02-05 09:46:15,2,1,1
2023-02-05 09:46:21,3,1,1
2023-02-05 09:46:28,3,1,1
2023-02-05 09:46:35,2,1,1
2023-02-05 09:47:07,3,1,1
2023-02-05 09:47:15,2,1,1
2023-02-05 09:48:00,3,1,1
2023-02-05 09:49:34,2,1,1
2023-02-05 09:50:25,1,1,1
2023-02-05 09:50:34,2,1,1
2023-02-05 09:50:41,2,1,1
2023-02-05 09:50:47,2,1,1
2023-02-05 09:50:56,2,1,1
2023-02-05 09:51:02,2,1,1
2023-02-05 09:51:07,2,1,1
2023-02-05 09:51:16,2,1,1
2023-02-05 09:51:20,3,1,1
2023-02-05 09:51:31,3,1,1
2023-02-05 09:51:38,2,1,1
2023-02-05 09:52:18,3,1,1
2023-02-05 09:52:29,2,1,1
2023-02-05 09:53:24,3,1,1
2023-02-05 09:53:41,2,1,1
2023-02-05 09:53:48,2,1,1
2023-02-05 09:54:36,3,1,1
2023-02-05 09:54:44,2,1,1
2023-02-05 09:54:51,1,1,1
2023-02-05 09:55:11,2,1,1
2023-02-05 09:55:15,2,1,1
2023-02-05 09:55:40,3,1,1
2023-02-05 09:55:49,2,1,1
2023-02-05 09:56:50,4,1,1
2023-02-05 10:03:01,2,1,1
2023-02-05 10:04:39,1,1,1
2023-02-05 10:04:49,2,1,1
2023-02-05 10:04:55,2,1,1
2023-02-05 10:05:01,2,1,1
2023-02-05 10:05:05,2,1,1
2023-02-05 10:05:14,2,1,1
2023-02-05 10:05:19,2,1,1
2023-02-05 10:05:31,2,1,1
2023-02-05 10:05:35,3,1,1
2023-02-05 10:14:23,2,1,1
2023-02-05 10:15:49,1,1,1
2023-02-05 10:16:05,2,1,1
2023-02-05 10:16:12,2,1,1
2023-02-05 10:16:18,2,1,1
2023-02-05 10:16:25,2,1,1
2023-02-05 10:16:36,2,1,1
2023-02-05 10:16:41,2,1,1
2023-02-05 10:16:52,2,1,1
2023-02-05 10:16:58,3,1,1
2023-02-05 10:17:12,3,1,1
2023-02-05 10:17:22,2,1,1
2023-02-05 10:17:58,2,1,1
2023-02-05 10:18:12,2,1,1
2023-02-05 10:18:59,3,1,1
2023-02-05 10:19:11,2,1,1
2023-02-05 10:19:59,2,1,1
2023-02-05 10:20:11,2,1,1
2023-02-05 10:20:53,3,1,1
2023-02-05 10:23:59,2,1,1
2023-02-05 10:27:58,2,1,1
2023-02-05 10:29:09,1,1,1
2023-02-05 10:29:38,2,1,1
2023-02-05 10:29:42,2,1,1
2023-02-05 10:29:45,2,1,1
2023-02-05 10:29:57,2,1,1
2023-02-05 10:30:01,2,1,1
2023-02-05 10:30:14,2,1,1
2023-02-05 10:37:11,2,1,1
2023-02-05 10:38:25,1,1,1
2023-02-05 10:38:42,2,1,1
2023-02-05 10:38:46,2,1,1
2023-02-05 10:38:52,2,1,1
2023-02-05 10:38:56,2,1,1
2023-02-05 10:39:04,2,1,1
2023-02-05 10:39:08,2,1,1
2023-02-05 10:39:19,2,1,1
2023-02-05 10:39:25,3,1,1
2023-02-05 10:39:32,3,1,1
2023-02-05 10:39:41,2,1,1
2023-02-05 10:40:16,3,1,1
2023-02-05 10:50:46,2,1,1
2023-02-05 10:52:18,1,1,1
2023-02-05 10:52:30,2,1,1
2023-02-05 10:52:34,2,1,1
2023-02-05 10:52:39,2,1,1
2023-02-05 11:01:36,1,1,1
2023-02-05 11:01:46,3,1,1
2023-02-05 11:02:04,2,1,1
2023-02-05 11:03:44,3,1,1
2023-02-05 11:28:28,2,1,1
2023-02-05 11:37:41,2,1,1
2023-02-05 11:38:50,1,1,1
2023-02-05 11:39:14,2,1,1
2023-02-05 11:39:18,2,1,1
2023-02-05 11:39:21,2,1,1
2023-02-05 11:39:30,2,1,1
2023-02-05 11:39:36,2,1,1
2023-02-05 11:39:49,2,1,1
2023-02-05 11:39:55,2,1,1
2023-02-05 12:14:04,2,1,1
